########################
Run # 0
########################
p0: 379    Mating Event #: 0
p0: 379    Mating Event #: 20000
########################
Run # 1
########################
p0: 146    Mating Event #: 0
p0: 146    Mating Event #: 20000
########################
Run # 2
########################
p0: 146    Mating Event #: 0
p0: 146    Mating Event #: 20000
########################
Run # 3
########################
p0: 146    Mating Event #: 0
p0: 146    Mating Event #: 20000
########################
Run # 4
########################
p0: 379    Mating Event #: 0
p0: 146    Mating Event #: 20000
########################
Run # 5
########################
p0: 146    Mating Event #: 0
p0: 146    Mating Event #: 20000
########################
Run # 6
########################
p0: 146    Mating Event #: 0
p0: 146    Mating Event #: 20000
########################
Run # 7
########################
p0: 379    Mating Event #: 0
p0: 379    Mating Event #: 20000
########################
Run # 8
########################
p0: 379    Mating Event #: 0
p0: 146    Mating Event #: 20000
########################
Run # 9
########################
p0: 379    Mating Event #: 0
p0: 379    Mating Event #: 20000
########################
Run # 10
########################
p0: 379    Mating Event #: 0
p0: 379    Mating Event #: 20000
########################
Run # 11
########################
p0: 146    Mating Event #: 0
p0: 146    Mating Event #: 20000
########################
Run # 12
########################
p0: 379    Mating Event #: 0
p0: 379    Mating Event #: 20000
########################
Run # 13
########################
p0: 146    Mating Event #: 0
p0: 146    Mating Event #: 20000
########################
Run # 14
########################
p0: 146    Mating Event #: 0
p0: 146    Mating Event #: 20000
########################
Run # 15
########################
